data_profile,off_pct,K,T,threshold_source,samples,winner_rate,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,u_g_vs_best_T_mean,u_g_vs_best_T_p05,u_g_gap_to_best_pct_mean,elapsed_seconds_mean,candidate_kind_mode
rayleigh,50.0,500,57,mean_plus_2std,1,0.0,102615126.92813995,102615126.92813995,102615126.92813995,102615126.92813995,80.11211386674177,0.8827534382644423,0.8827534382644423,11.72465617355577,0.0642369699999108,power_window
rayleigh,50.0,500,23,gap_top2,2,0.0,108092127.22204769,97269597.42326096,108092127.22204769,118914657.02083442,80.3108985535211,0.8820985702514378,0.8587586672013313,11.790142974856222,0.07020828799977608,power_window
rayleigh,50.0,500,94,mean_plus_1.5std,4,0.0,84447541.59203835,62647233.53045377,86175217.2493813,103829103.73334278,79.16232984790588,0.8820289635736474,0.8725195977657515,11.797103642635268,0.06096928399983881,power_window
rayleigh,50.0,500,134,mean_plus_1std,7,0.0,59124212.019635595,33054723.44024026,60786154.044068314,79304825.58804724,77.50067224672303,0.8804896835534235,0.800536164690592,11.95103164465765,0.056964008142780846,power_window
rayleigh,50.0,500,14,gap_top2+gap_top3+gap_top1,14,0.0,76916862.18715298,53906689.13774568,73979691.99576348,105501025.69113004,78.74591633685678,0.8768845725447906,0.7681470861653413,12.311542745520947,0.07671687750033536,power_window
rayleigh,50.0,500,16,gap_top2+gap_top3,9,0.0,87685043.17836657,55219984.19098417,87703140.69174798,117907200.01639552,79.26868147488982,0.8686834187328871,0.80879858689835,13.131658126711287,0.0762568878886264,power_window
rayleigh,50.0,500,138,mean_plus_1std,14,0.0,68338332.4973412,39074772.51577595,66933054.03015789,101399016.97682472,78.18119442960766,0.8686666851878656,0.8338203744855088,13.133331481213444,0.052714637428705045,power_window
rayleigh,50.0,500,139,mean_plus_1std,13,0.0,69265364.99638674,40752945.51442313,68843142.31329091,100040450.00297506,78.18581897293069,0.8683585996156743,0.8165892417242785,13.164140038432569,0.05324290146157951,power_window
rayleigh,50.0,500,19,gap_top3+gap_top2,4,0.0,70557652.5767577,56044862.06593953,62151899.09707905,96838497.95912592,78.34979085567804,0.8678170982786033,0.8147095396869959,13.218290172139673,0.07256198950017279,power_window
rayleigh,50.0,500,96,mean_plus_1.5std,3,0.0,102148920.10466458,76579397.4613592,112363695.53467499,120568099.94696268,79.98695490794118,0.8649540829415784,0.8464098510286845,13.504591705842165,0.0691388670008261,power_window
rayleigh,50.0,500,13,gap_top3+gap_top2+gap_top1,14,0.0,72088520.21744733,42554653.73789827,73841436.43508443,95167340.5914462,78.41273869287203,0.851692659572209,0.7642086055523468,14.830734042779104,0.07422919899961146,power_window
rayleigh,50.0,500,140,mean_plus_1std,14,0.0,60954179.28716384,37328844.62743516,63970155.38534753,81928184.72940277,77.65633138902581,0.8514622082210932,0.7823440801533458,14.853779177890676,0.053379143571614156,power_window
rayleigh,50.0,500,141,mean_plus_1std,16,0.0,71677484.24963267,44849947.0946973,73608747.6302273,92232988.23590416,78.39671576868164,0.8513101390801142,0.800700506796786,14.868986091988582,0.05580625156244423,power_window
rayleigh,50.0,500,142,mean_plus_1std,18,0.0,75176173.54780477,39653419.25057763,74323215.23002994,101244062.2968655,78.59154385452013,0.845653206745111,0.803202216636293,15.434679325488894,0.05576285577768027,power_window
rayleigh,50.0,500,143,mean_plus_1std,22,0.0,74359818.02360672,45191415.5230988,75289602.70970301,97735322.52256748,78.5894638733274,0.8379340058324313,0.7918073465719208,16.20659941675687,0.05363295736374725,power_window
rayleigh,50.0,500,144,mean_plus_1std,25,0.0,73221673.6146349,47887535.42486567,70601391.37319186,102601124.4455771,78.51688910742827,0.8373754242211957,0.789897700411213,16.26245757788042,0.05333723768009804,power_window
rayleigh,50.0,500,145,mean_plus_1std,24,0.0,78393465.05602042,50538978.98918139,78347950.3782606,109500254.26674122,78.82285570375994,0.8320177389994435,0.7935026999361128,16.79822610005564,0.05361930283318846,power_window
rayleigh,50.0,500,146,mean_plus_1std,19,0.0,79553218.3465983,49612914.961928874,80455332.56215829,114961808.91084996,78.78924109623354,0.8277797273317304,0.7849796209815705,17.222027266826956,0.053751960946484406,power_window
rayleigh,50.0,500,11,gap_top3+gap_top2+gap_top1,27,0.0,83232826.67352735,55904425.20118544,80597419.40871926,121442387.78777373,79.0587948243955,0.8243943386895767,0.7340511361741829,17.56056613104233,0.07461430318491896,power_window
rayleigh,50.0,500,148,mean_plus_1std,22,0.0,78417102.13176441,44074525.54515088,79314007.97461814,105883655.1664298,78.78431585498642,0.8116972073570685,0.7601142531954125,18.830279264293157,0.052677921409088994,power_window
rayleigh,50.0,500,147,mean_plus_1std,16,0.0,73585021.864425,47041514.373215705,75445206.26683484,101885219.96537086,78.50250671311582,0.8075611872282694,0.7619323537981857,19.24388127717306,0.05258430075036813,power_window
rayleigh,50.0,500,9,gap_top2+gap_top1+gap_top3,35,0.0,81614925.71813507,50218568.52249769,79181662.58256292,117797610.25206032,78.94501690475538,0.804170831795342,0.6997026680615449,19.582916820465805,0.07395473551431288,power_window
rayleigh,50.0,500,12,gap_top3+gap_top2+gap_top1,17,0.0,78227790.1902838,45853339.260528825,75206728.7127997,114459810.28704804,78.75136561627815,0.7956157272908457,0.6918338810711248,20.43842727091543,0.08123802464722436,power_window
rayleigh,50.0,500,10,legacy+off_pct_2+quantile_0.99+gap_top3+gap_top2+gap_top1,400,0.0025,72141169.91947441,37113732.17542808,70779493.45371903,112703319.81939411,78.35438359368253,0.7956024878820257,0.6627946299113588,20.439751211797425,0.07607736798738188,power_window
rayleigh,50.0,500,150,mean_plus_1std,17,0.0,83147087.23002753,55313847.960106514,82951429.94105662,119785313.90993156,79.05275120484373,0.7919810596231853,0.7531025533716539,20.801894037681475,0.05119634835265221,power_window
rayleigh,50.0,500,149,mean_plus_1std,17,0.0,74262722.6713094,36015694.17440551,74497713.62215857,104675124.50832961,78.49999854879893,0.7910920870246415,0.7556542704026464,20.890791297535856,0.05230450752937673,power_window
rayleigh,50.0,500,152,mean_plus_1std,12,0.0,78514093.5798613,53913792.82000683,74960155.42436823,108581685.90255299,78.81439185678357,0.7840067856885696,0.755145234295243,21.599321431143036,0.05015482625064275,power_window
rayleigh,50.0,500,151,mean_plus_1std,11,0.0,75513137.02054669,36176423.292757824,75522023.89523765,118720752.32312316,78.3741772205325,0.7822498032519345,0.7344957768715392,21.775019674806554,0.05344810454533382,power_window
rayleigh,50.0,500,153,mean_plus_1std,14,0.0,76526842.12285778,56951977.149925575,77003728.32649794,91805703.08402088,78.78437725857025,0.7650102736082588,0.7283861643807252,23.498972639174127,0.05045034285779236,power_window
rayleigh,50.0,500,155,mean_plus_1std,8,0.0,79369708.84477264,66184538.08480125,78399490.39131173,95533608.31300388,78.95713566693553,0.7641273833722799,0.7201623003345369,23.58726166277201,0.0526563342496047,power_window
rayleigh,50.0,500,154,mean_plus_1std,14,0.0,72957769.56863718,56825626.37493226,70943124.36698645,97456603.80227599,78.55356128905318,0.7634274113614905,0.7291544245902521,23.65725886385095,0.050825299713843766,power_window
rayleigh,50.0,500,8,gap_top2+gap_top3+gap_top1,39,0.0,71020761.15612294,33755987.87153591,69787568.62392719,121051800.65033782,78.16025137868968,0.760290138524231,0.6109422796791831,23.9709861475769,0.0738113258198726,power_window
rayleigh,50.0,500,6,gap_top3+gap_top2+gap_top1,71,0.0,69573834.67114636,36853623.2180282,68572578.51737972,109127271.7639466,78.16700503547088,0.7537016371100704,0.6230308323231086,24.629836288992966,0.07649345546477133,power_window
rayleigh,50.0,500,156,mean_plus_1std,13,0.0,78317619.21905169,52430414.95656249,80433709.9146755,105143479.81066166,78.8102894703699,0.7536356250158833,0.7314464198214511,24.636437498411674,0.05134597476913209,power_window
rayleigh,50.0,500,7,gap_top2+gap_top3+gap_top1,45,0.0,68817029.82729217,24640373.550104868,69859977.21351318,104742025.7341826,78.04247723441289,0.7452460887906991,0.6148312237104185,25.47539112093009,0.07426545051097896,power_window
rayleigh,50.0,500,159,mean_plus_1std,3,0.0,86913091.89434317,77054790.19829157,88819511.80067593,95436899.65596183,79.36975548451484,0.741450073562028,0.7394666285069992,25.854992643797203,0.04921909666639598,power_window
rayleigh,50.0,500,158,mean_plus_1std,7,0.0,86484957.6592084,65765743.510787964,91857125.9608735,94841766.83337674,79.31805715391496,0.7364310609533318,0.7071759037925974,26.356893904666823,0.048891514713302185,power_window
rayleigh,50.0,500,160,mean_plus_1std,6,0.0,88253976.56194477,64336102.53399198,85516393.43972814,111893592.93307458,79.35612443812992,0.7330149451642302,0.7190154837537202,26.698505483576984,0.05043014116684693,power_window
rayleigh,50.0,500,157,mean_plus_1std,6,0.0,71573009.6898367,46313285.65954724,66892313.062358215,103851823.80703473,78.34904619070849,0.7288486242585256,0.6726063181673085,27.11513757414744,0.0521221146670238,power_window
rayleigh,50.0,500,161,mean_plus_1std,2,0.0,87526898.04631096,71642449.23499516,87526898.04631096,103411346.85762678,79.33127626645455,0.7281783680904457,0.7006185657667581,27.18216319095543,0.049320848998831934,power_window
rayleigh,50.0,500,167,mean_plus_1std,1,0.0,121842167.25342233,121842167.25342233,121842167.25342233,121842167.25342233,80.85797615359431,0.721191681171022,0.721191681171022,27.880831882897805,0.051273269000375876,power_window
rayleigh,50.0,500,162,mean_plus_1std,2,0.0,85867833.52765378,84100195.67364553,85867833.52765378,87635471.38166203,79.33716871596934,0.7015299600344129,0.6954183574525655,29.8470039965587,0.05032455249966006,power_window
rayleigh,50.0,500,5,legacy+off_pct_1+gap_top3+gap_top1+gap_top2,400,0.0,63252281.815388106,29542796.14175483,62316584.99915989,100189878.04947014,77.74187359152515,0.6931704558049188,0.5490577567732887,30.682954419508118,0.07722355097245781,power_window
rayleigh,50.0,500,200,quantile_0.8,400,0.0,61964560.04297273,34177513.87829249,62035078.301942736,90476355.81167282,77.74058114310193,0.6889125145520567,0.6262445458374675,31.10874854479432,0.04447564880488244,power_window
rayleigh,50.0,500,4,gap_top2+gap_top1+gap_top3,107,0.0,62654582.190040894,33234479.118848287,59736139.747775406,101540404.51037844,77.72633016806725,0.6845219095558083,0.5513765685483013,31.547809044419168,0.07650519036453991,power_window
rayleigh,50.0,500,164,mean_plus_1std,2,0.0,85268937.18321425,78957522.30128476,85268937.18321425,91580352.06514373,79.29317133367775,0.6699118151753162,0.6589756456244211,33.008818482468385,0.04686342750210315,power_window
rayleigh,50.0,500,3,gap_top1+gap_top2+gap_top3,150,0.0,58289473.070195325,25177546.00793174,59876469.1847453,91766216.03942731,77.36884085866109,0.6448301346478653,0.5104385336585334,35.516986535213476,0.0768954121001055,power_window
rayleigh,50.0,500,2,legacy+off_pct_0.5+gap_top2+gap_top3+gap_top1,400,0.0,54088592.037328206,23726072.96992002,52835148.6299313,93145802.16513923,76.99006524548071,0.5869332947045564,0.43719985310070947,41.30667052954436,0.0771894398200402,power_window
rayleigh,50.0,500,1,legacy+gap_top1+gap_top2+gap_top3,400,0.0,49010707.29068926,18915311.248609755,47283567.475412205,87939230.53184555,76.48354259525219,0.5256992483893472,0.3446228787349447,47.430075161065275,0.07827812206500312,power_window
rayleigh,50.0,500,0,top_power,400,0.0,42253951.73381131,13143991.06516008,39721682.16752128,79386284.94062936,75.69625582165646,0.4434925522810444,0.25928349665917505,55.65074477189556,0.027702462775068853,power_window
rician,25.0,750,65,mean_plus_1.5std,2,1.0,194896342.47355074,193412293.8823831,194896342.47355074,196380391.0647184,82.89788144606501,1.0,1.0,0.0,0.03378972100108513,power_window
rician,25.0,750,67,mean_plus_1.5std,1,1.0,162995353.63145435,162995353.63145435,162995353.63145435,162995353.63145435,82.12175224520638,1.0,1.0,0.0,0.031560956998873735,power_window
rician,25.0,750,132,mean_plus_1std,1,1.0,108210625.05511706,108210625.05511706,108210625.05511706,108210625.05511706,80.34269905652795,1.0,1.0,0.0,0.02430569499847479,power_window
rician,25.0,750,133,mean_plus_1std,1,1.0,192644248.68563476,192644248.68563476,192644248.68563476,192644248.68563476,82.84756047860428,1.0,1.0,0.0,0.021606933001748985,power_window
rician,25.0,750,72,mean_plus_1.5std,7,0.8571428571428571,162063350.9179406,144009798.88282418,154294971.58372524,183376008.10594085,82.07734198378583,0.9994140384073705,0.9971287881961154,0.05859615926295168,0.03236247042825978,power_window
rician,25.0,750,71,mean_plus_1.5std,4,0.75,161634965.3254524,153427808.50537857,155916637.3820935,177847781.26622865,82.07465555239256,0.9980896702759848,0.9935048789383485,0.19103297240151418,0.03584429149850621,power_window
rician,25.0,750,69,mean_plus_1.5std,2,0.5,201779886.2650264,182885300.0624565,201779886.2650264,220674472.46759626,83.02514405347671,0.9975991011123362,0.9954382921134388,0.24008988876637605,0.031388064000566374,power_window
rician,25.0,750,80,mean_plus_1.5std,20,0.75,179795062.5992853,128701006.83962873,189083861.6495934,225369505.13327467,82.43692488647852,0.9974926902011525,0.9928093632411572,0.2507309798847579,0.03028303604987741,power_window
rician,25.0,750,75,mean_plus_1.5std,17,0.7058823529411765,187292235.38821027,131789881.73568498,178241775.8644289,252094379.7253187,82.60857076928849,0.9971787088508184,0.9843876272377928,0.2821291149181595,0.03210357482406406,power_window
rician,25.0,750,74,mean_plus_1.5std,5,0.6,167330627.40131134,123995099.2437802,167097598.16344616,225659766.45353627,82.11228312498638,0.9962430303289187,0.988062722078521,0.37569696710812783,0.03130128080083523,power_window
rician,25.0,750,73,mean_plus_1.5std,8,0.75,190020888.40960196,169572371.48099977,187787941.0212572,214090391.44232044,82.77193953490955,0.99497627088415,0.9783925303983544,0.5023729115850001,0.03431129899900043,power_window
rician,25.0,750,79,mean_plus_1.5std,27,0.6296296296296297,198251480.01582053,129224307.67569427,200470283.70727372,267533900.31388095,82.87344213566517,0.9944535648044057,0.9753975216715154,0.5546435195594271,0.031402495222411946,power_window
rician,25.0,750,77,mean_plus_1.5std,16,0.625,192627187.3144289,153656543.2119011,187842731.45825142,242699959.98485565,82.79177720478626,0.9944493890883199,0.975727081967692,0.5550610911680042,0.032399948124748335,power_window
rician,25.0,750,78,mean_plus_1.5std,28,0.6785714285714286,174924363.11730653,108186107.03665729,174905792.79406235,230210866.249353,82.32058652913418,0.9940061372150109,0.9732510825039019,0.5993862784989126,0.03181768049996338,power_window
rician,25.0,750,76,mean_plus_1.5std,18,0.5,176995003.6454659,101428738.29478909,177688862.09940773,254184151.11198312,82.32235980701473,0.9939597244280066,0.9769180165212263,0.6040275571993468,0.031581906055685574,power_window
rician,25.0,750,81,mean_plus_1.5std,29,0.5517241379310345,185119634.65525222,122992424.24322073,196458581.2800415,227700027.96858218,82.58198925596331,0.9936586472280065,0.969403048346659,0.6341352771993459,0.030791529896744357,power_window
rician,25.0,750,88,mean_plus_1.5std,14,0.42857142857142855,209640805.59593624,149988818.16452473,209046273.91314816,261973571.9702411,83.14578029927962,0.9909033625567958,0.9664257830561871,0.9096637443204182,0.030007991500367228,power_window
rician,25.0,750,83,mean_plus_1.5std,23,0.5217391304347826,197092348.03771773,142891175.07876092,200894332.38125816,229209803.67690325,82.89371469370455,0.9908177553502774,0.9581328514901053,0.918224464972267,0.03011045773967888,power_window
rician,25.0,750,82,mean_plus_1.5std,37,0.4864864864864865,198682894.80930296,148427673.50150687,194993183.6809524,248060515.85198084,82.919700798062,0.9894474326494357,0.9586959082028808,1.0552567350564308,0.03113174878357362,power_window
rician,25.0,750,85,mean_plus_1.5std,27,0.2962962962962963,185796542.69976765,128928062.00783572,191442199.7682931,241586127.11356702,82.60044278450421,0.9879725664492139,0.9645153115161089,1.202743355078607,0.03085387662954249,power_window
rician,25.0,750,86,mean_plus_1.5std,21,0.23809523809523808,200577189.78459427,141777014.31873456,197748030.62393248,268132662.22177547,82.92595346593626,0.9864198474018446,0.9640729809140117,1.3580152598155462,0.03155514623791705,power_window
rician,25.0,750,70,mean_plus_1.5std,3,0.6666666666666666,176633286.92773756,107911342.72155738,210774192.93686798,221456596.92752647,82.18624810106866,0.9856948455927198,0.9613760831003434,1.4305154407280234,0.033322508666363625,power_window
rician,25.0,750,84,mean_plus_1.5std,31,0.3225806451612903,189371889.47588784,133133563.27705182,195870919.19013757,250949240.21785384,82.67461429241494,0.9840320176018933,0.9600405232881273,1.5967982398106702,0.030892019903647802,power_window
rician,25.0,750,59,gap_top3,1,0.0,195047132.81862417,195047132.81862417,195047132.81862417,195047132.81862417,82.90139570591404,0.9802263064350286,0.9802263064350286,1.9773693564971384,0.034322129999054596,power_window
rician,25.0,750,87,mean_plus_1.5std,18,0.1111111111111111,207665180.79968062,144795517.53192103,204322528.78387254,271698724.0897049,83.06799259178071,0.9797997396207894,0.9513301326675198,2.0200260379210677,0.030588409388454037,power_window
rician,25.0,750,61,gap_top2,1,0.0,192559797.16460449,192559797.16460449,192559797.16460449,192559797.16460449,82.84565619797408,0.9797222905608193,0.9797222905608193,2.0277709439180724,0.03868839200004004,power_window
rician,25.0,750,100,legacy+quantile_0.9+mean_plus_1.5std,400,0.22,187882413.06901807,126238421.16831763,188742272.7403155,250592154.64547953,82.64196681802639,0.9768497927890744,0.9373253011342376,2.315020721092571,0.02792134830490795,power_window
rician,25.0,750,89,mean_plus_1.5std,12,0.16666666666666666,195286870.95785508,158125502.65227833,176959058.01593432,283776625.43233687,82.8104232669437,0.9757497867106769,0.9400400930058361,2.425021328932314,0.030691913333309156,power_window
rician,25.0,750,91,mean_plus_1.5std,7,0.14285714285714285,183518488.981783,134867173.20622727,198102136.41134936,215181147.615653,82.56974017161507,0.9751597960302185,0.9510904989077418,2.4840203969781465,0.029659816857019905,power_window
rician,25.0,750,92,mean_plus_1.5std,3,0.0,193264424.49082303,175929913.90812698,191352688.4015867,211937150.33598453,82.84597347805163,0.9750766905991973,0.964847053275397,2.4923309400802673,0.029298235665919492,power_window
rician,25.0,750,34,mean_plus_2std+gap_top3,6,0.16666666666666666,195366020.4232156,152097906.51473767,191906597.60943872,237197985.6673623,82.84786321646544,0.974608739672766,0.9546719166602606,2.539126032723412,0.03821488050016342,power_window
rician,25.0,750,93,mean_plus_1.5std,4,0.0,199519652.68570092,159273623.1535732,197396145.68634808,242738592.01692256,82.93249769631353,0.9728816086039146,0.9584424611042753,2.7118391396085437,0.028482043499025167,power_window
rician,25.0,750,35,mean_plus_2std+gap_top3,19,0.10526315789473684,182023249.18521526,130803021.78327265,175201893.97101095,242841706.20416728,82.502947449082,0.9721316567570142,0.9457928790846064,2.7868343242985905,0.039185184420746644,power_window
rician,25.0,750,139,mean_plus_1std,2,0.0,182872643.32082993,164314939.8124053,182872643.32082993,201430346.8292546,82.59370336347381,0.9718064977346621,0.9656342891573791,2.8193502265337846,0.021645095499479794,power_window
rician,25.0,750,135,mean_plus_1std,1,0.0,151150152.3401441,151150152.3401441,151150152.3401441,151150152.3401441,81.794085892277,0.9706651940951437,0.9706651940951437,2.9334805904856265,0.021701565998228034,power_window
rician,25.0,750,50,legacy+off_pct_20+quantile_0.95+mean_plus_2std,400,0.2175,185854422.92759076,126610558.73534444,186602749.96901757,251352422.28510776,82.59433315046068,0.9665041578478497,0.9042388790788787,3.3495842152150304,0.03645742056994095,power_window
rician,25.0,750,96,mean_plus_1.5std,1,0.0,150058385.75341696,150058385.75341696,150058385.75341696,150058385.75341696,81.76260270235203,0.9651987561928806,0.9651987561928806,3.4801243807119353,0.02761831000316306,power_window
rician,25.0,750,36,mean_plus_2std+gap_top2,22,0.22727272727272727,183274846.98446605,122443248.38595352,173484413.96938884,270765543.44481015,82.46882872085213,0.9645201913146244,0.9040176532652533,3.547980868537571,0.03930535318150677,power_window
rician,25.0,750,95,mean_plus_1.5std,3,0.0,220449375.37316647,171995133.3589285,212916919.9568584,274176336.1788201,83.33590261508489,0.9641898031418757,0.9456869862034096,3.581019685812429,0.031473475000287486,power_window
rician,25.0,750,99,mean_plus_1.5std,1,0.0,205112561.48591748,205112561.48591748,205112561.48591748,205112561.48591748,83.11992258208278,0.9641406089362854,0.9641406089362854,3.5859391063714607,0.02678905900029349,power_window
rician,25.0,750,32,mean_plus_2std+gap_top3,3,0.0,186945467.77970687,153004444.2266993,204416848.44076315,208656524.8699751,82.66369022672671,0.9629135985725726,0.9378925524834144,3.708640142742748,0.044171644000016386,power_window
rician,25.0,750,33,mean_plus_2std+gap_top3,7,0.0,189682104.34850535,152035601.70918483,203596991.08759627,211583449.82132706,82.744346000076,0.9621149388216728,0.9359695344498713,3.788506117832727,0.03946171614318571,power_window
rician,25.0,750,90,mean_plus_1.5std,8,0.0,185864819.08833432,146749323.94492298,175531035.69553953,239898688.98217893,82.6248690332225,0.9620876990957159,0.9445982100842983,3.7912300904284058,0.028469146500810893,power_window
rician,25.0,750,37,mean_plus_2std,19,0.0,177643879.4192537,111088075.74141628,172575109.24193573,225059280.46847463,82.39086037154027,0.9603659046788229,0.923526019384081,3.963409532117716,0.0380357370530347,power_window
rician,25.0,750,31,gap_top2+mean_plus_2std,2,0.0,173625395.89262426,163035655.3079774,173625395.89262426,184215136.47727108,82.38613680354874,0.960283415656829,0.9429652300168243,3.9716584343171046,0.03924402550001105,power_window
rician,25.0,750,39,mean_plus_2std+gap_top3,35,0.08571428571428572,178741754.09354758,120444265.64415438,185014872.79338503,230191391.26744896,82.40928854706537,0.9601578946535458,0.9200160760789218,3.9842105346454177,0.03841998845704698,power_window
rician,25.0,750,94,mean_plus_1.5std,2,0.0,185120449.5333827,164826057.1048387,185120449.5333827,205414841.96192673,82.64208350635451,0.9580877666453416,0.9403848965230968,4.191223335465838,0.027191842998945503,power_window
rician,25.0,750,143,mean_plus_1std,9,0.1111111111111111,152138862.35519132,102838866.11111449,162647747.41544557,207733273.44559616,81.6910159510788,0.9578743469304213,0.9196447025628024,4.212565306957862,0.021330861556230554,power_window
rician,25.0,750,41,mean_plus_2std+gap_top3,37,0.02702702702702703,181326891.42845422,126088510.80562407,183364199.1372492,239279701.74470648,82.47146268802967,0.9578445887757642,0.9239686764803969,4.215541122423575,0.038072974702781474,power_window
rician,25.0,750,40,mean_plus_2std+gap_top1,35,0.05714285714285714,176529974.70194316,120514961.43366934,172845768.92583695,230053994.2897745,82.36869023528203,0.956790531818038,0.9061885202054017,4.3209468181962025,0.03707084251467937,power_window
rician,25.0,750,146,mean_plus_1std,10,0.0,178617851.17860675,119266788.71791068,183694690.32118908,227651037.0438721,82.40311445458664,0.9564146910272617,0.9140298769886075,4.358530897273827,0.020315527300044777,power_window
rician,25.0,750,42,mean_plus_2std,43,0.023255813953488372,184328176.36016047,130298110.41716209,184167027.63900197,249359511.4353364,82.55437773310341,0.9553180279025876,0.9008591966730999,4.468197209741245,0.03751801837220122,power_window
rician,25.0,750,141,mean_plus_1std,2,0.0,136378402.70780304,108929682.03920963,136378402.70780304,163827123.37639642,81.23604823169353,0.9523761965881056,0.9478611853763201,4.762380341189443,0.022696784499203204,power_window
rician,25.0,750,142,mean_plus_1std,4,0.0,167339748.37783355,140023456.71682787,157516601.57345414,208408445.56497037,82.1725127680706,0.9508093137149964,0.9092688858953729,4.919068628500351,0.020274746249015152,power_window
rician,25.0,750,147,mean_plus_1std,15,0.06666666666666667,166583871.7778177,127207974.95993833,169282643.190319,210383521.33812296,82.1377045295232,0.9482872926033432,0.913229884904355,5.171270739665673,0.02001912039995659,power_window
rician,25.0,750,148,mean_plus_1std,14,0.0,179574596.02539855,103293972.7924925,185353416.9589982,227125835.75118446,82.41729517675618,0.9475320870175341,0.9116617446038918,5.246791298246596,0.019446017000518623,power_window
rician,25.0,750,145,mean_plus_1std,10,0.0,159623138.6919117,99342216.08948001,166210840.042912,195653095.96124285,81.90692127502093,0.9468570867988347,0.9209470543399781,5.3142913201165225,0.02192008159981924,power_window
rician,25.0,750,44,mean_plus_2std+gap_top3,37,0.0,191514491.05083653,141283670.08638453,192385360.9243033,253698254.87534755,82.74998467691914,0.9455393391295999,0.8845786379286682,5.446066087040004,0.03683441797339411,power_window
rician,25.0,750,43,mean_plus_2std,34,0.0,180562829.1505404,132164587.16144602,180546267.85626435,235869160.24562603,82.4941821260131,0.9455168340290108,0.9102400510608194,5.4483165970989305,0.037044778264744845,power_window
rician,25.0,750,45,mean_plus_2std,23,0.0,197241385.23613146,147134766.25520825,196193038.78707597,237474069.09603277,82.87843945664697,0.9453398440805773,0.9026973011132834,5.466015591942273,0.03672364147876025,power_window
rician,25.0,750,140,mean_plus_1std,3,0.0,139195018.34019437,95940367.13706142,141357937.35322514,180935626.23420575,81.25602791658503,0.9439333420924955,0.9076472032480953,5.6066657907504505,0.021107926334176835,power_window
rician,25.0,750,29,gap_top2,1,0.0,184715456.83070076,184715456.83070076,184715456.83070076,184715456.83070076,82.6650323834989,0.9418922531697467,0.9418922531697467,5.810774683025333,0.03757959899667185,power_window
rician,25.0,750,38,off_pct_15+mean_plus_2std,400,0.045,180878527.94097736,122670491.77456757,180154410.62611407,242899995.78850994,82.4744244022573,0.9404943683507557,0.8738099648498588,5.950563164924427,0.03826283402510853,power_window
rician,25.0,750,30,mean_plus_2std+gap_top2+gap_top3,3,0.0,192236481.25927424,147655506.89518332,194776466.21690685,235039466.15302232,82.74145440535125,0.9397370071442951,0.908318036504088,6.0262992855704915,0.04419026400015961,power_window
rician,25.0,750,52,mean_plus_2std,1,0.0,184206491.58136174,184206491.58136174,184206491.58136174,184206491.58136174,82.6530493100897,0.9387062182314647,0.9387062182314647,6.129378176853528,0.05144475199995213,power_window
rician,25.0,750,46,mean_plus_2std,21,0.047619047619047616,184309196.45763603,111201654.7440239,182814905.8340175,255038608.0215465,82.51526059826469,0.9369076455280562,0.8380212629896757,6.309235447194386,0.03747519609532901,power_window
rician,25.0,750,48,mean_plus_2std,12,0.0,197344996.9882033,167217309.81520277,193916014.79978704,228785203.60925153,82.93002113024689,0.9363899244226674,0.9024866760787198,6.36100755773325,0.037636587166465084,power_window
rician,25.0,750,144,mean_plus_1std,4,0.0,164827575.45746768,125418409.28219588,167620076.30667815,200327240.44384474,82.08870636192214,0.9351251104639069,0.9183592012261945,6.487488953609317,0.021380995498475386,power_window
rician,25.0,750,151,mean_plus_1std,19,0.0,164915163.13606167,104171128.49423325,165030482.05068675,226657414.68143824,82.05408084659334,0.9291118649256455,0.888566018947006,7.0888135074354635,0.020070063631704358,power_window
rician,25.0,750,47,mean_plus_2std,8,0.0,164611725.8557822,121454812.28705706,158366264.25889093,216267164.82093033,82.07511540111624,0.9288373868323182,0.8840858105809144,7.116261316768183,0.03556823049984814,power_window
rician,25.0,750,150,mean_plus_1std,16,0.0625,172644510.52536997,130174169.0449297,168511745.47144872,243043243.5624911,82.29262631791109,0.9278346355091617,0.8751817696259376,7.21653644908383,0.019680380749832693,power_window
rician,25.0,750,51,mean_plus_2std,6,0.0,192607470.73142385,170776484.99886358,191378577.5590849,213151580.77995357,82.83131452769084,0.9232064834831215,0.8775516548098479,7.67935165168785,0.03471007283345292,power_window
rician,25.0,750,149,mean_plus_1std,19,0.0,162729031.20009607,119749413.15680228,154520032.83664498,236163911.29906473,82.00382159823977,0.9209548268884098,0.8710907606428616,7.904517311159019,0.01990033289468173,power_window
rician,25.0,750,138,mean_plus_1std,1,0.0,124308083.15452498,124308083.15452498,124308083.15452498,124308083.15452498,80.94499369633355,0.9207103031783743,0.9207103031783743,7.928969682162568,0.020864500998868607,power_window
rician,25.0,750,152,mean_plus_1std,26,0.0,188789465.05129707,151087163.03114742,188655909.00841558,235363033.7315967,82.70240375132613,0.9203657660119214,0.8736796296551659,7.963423398807858,0.019629564768995175,power_window
rician,25.0,750,154,mean_plus_1std,24,0.0,174053545.38403037,136402243.6640128,174287755.33684516,215533440.08893156,82.34888955239398,0.9147008964351094,0.8681028283817372,8.529910356489063,0.018915970166744955,power_window
